masked_text,relation_type
"However host-microbiota interplay is not exclusively restricted to cell-cell interactions. Intestinal microbes are capable of producing a plethora of different types of compounds, i.e., small molecules (amino acids, neurotransmitters, short-chain fatty acids (SCFAs) and other fatty acid derivatives, indoles, vitamins, and cofactors), polysaccharides, and proteins (i.e., bacteriocins), which have been reported as important factors in shaping the bacterial community and modulation of the immune system. It has been demonstrated that intestinal bacterial strains such as Escherichia coli or @Species$ spp. interact directly with the host's CNS (central nervous system), as they can release neurotransmitters such as dopamine, noradrenaline, @Chemical$, acetylcholine, GABA (gamma-aminobutyric acid), or serotonin. This metabolic status of the microbiome is also vulnerable to dysbiosis and compositional changes and often leads to metabolic disturbances. For example, dysbiosis can induce elevated reactive oxygen species (ROS) levels, intensifying oxidative stress and neuronal inflammatory processes. It has been estimated that 40% of the metabolites detected in humans are the products of bacterial metabolism, which plays a fundamental role in the modulation of the host's physiological processes, including immune-mediated neurodegeneration or affecting neural cell metabolism.",start
"However host-microbiota interplay is not exclusively restricted to cell-cell interactions. Intestinal microbes are capable of producing a plethora of different types of compounds, i.e., small molecules (amino acids, neurotransmitters, short-chain fatty acids (SCFAs) and other fatty acid derivatives, indoles, vitamins, and cofactors), polysaccharides, and proteins (i.e., bacteriocins), which have been reported as important factors in shaping the bacterial community and modulation of the immune system. It has been demonstrated that intestinal bacterial strains such as Escherichia coli or @Species$ spp. interact directly with the host's CNS (central nervous system), as they can release neurotransmitters such as dopamine, @Chemical$, histamine, acetylcholine, GABA (gamma-aminobutyric acid), or serotonin. This metabolic status of the microbiome is also vulnerable to dysbiosis and compositional changes and often leads to metabolic disturbances. For example, dysbiosis can induce elevated reactive oxygen species (ROS) levels, intensifying oxidative stress and neuronal inflammatory processes. It has been estimated that 40% of the metabolites detected in humans are the products of bacterial metabolism, which plays a fundamental role in the modulation of the host's physiological processes, including immune-mediated neurodegeneration or affecting neural cell metabolism.",start
"However host-microbiota interplay is not exclusively restricted to cell-cell interactions. Intestinal microbes are capable of producing a plethora of different types of compounds, i.e., small molecules (amino acids, neurotransmitters, short-chain fatty acids (SCFAs) and other fatty acid derivatives, indoles, vitamins, and cofactors), polysaccharides, and proteins (i.e., bacteriocins), which have been reported as important factors in shaping the bacterial community and modulation of the immune system. It has been demonstrated that intestinal bacterial strains such as Escherichia coli or @Species$ spp. interact directly with the host's CNS (central nervous system), as they can release neurotransmitters such as @Chemical$, noradrenaline, histamine, acetylcholine, GABA (gamma-aminobutyric acid), or serotonin. This metabolic status of the microbiome is also vulnerable to dysbiosis and compositional changes and often leads to metabolic disturbances. For example, dysbiosis can induce elevated reactive oxygen species (ROS) levels, intensifying oxidative stress and neuronal inflammatory processes. It has been estimated that 40% of the metabolites detected in humans are the products of bacterial metabolism, which plays a fundamental role in the modulation of the host's physiological processes, including immune-mediated neurodegeneration or affecting neural cell metabolism.",start
"However host-microbiota interplay is not exclusively restricted to cell-cell interactions. Intestinal microbes are capable of producing a plethora of different types of compounds, i.e., small molecules (amino acids, neurotransmitters, short-chain fatty acids (SCFAs) and other fatty acid derivatives, indoles, vitamins, and cofactors), polysaccharides, and proteins (i.e., bacteriocins), which have been reported as important factors in shaping the bacterial community and modulation of the immune system. It has been demonstrated that intestinal bacterial strains such as Escherichia coli or @Species$ spp. interact directly with the host's CNS (central nervous system), as they can release @Chemical$ such as dopamine, noradrenaline, histamine, acetylcholine, GABA (gamma-aminobutyric acid), or serotonin. This metabolic status of the microbiome is also vulnerable to dysbiosis and compositional changes and often leads to metabolic disturbances. For example, dysbiosis can induce elevated reactive oxygen species (ROS) levels, intensifying oxidative stress and neuronal inflammatory processes. It has been estimated that 40% of the metabolites detected in humans are the products of bacterial metabolism, which plays a fundamental role in the modulation of the host's physiological processes, including immune-mediated neurodegeneration or affecting neural cell metabolism.",start
"In this review, we summarized the influence of microbial metabolites on the severity and progression of neurodegenerative diseases and their correlation with microbial @Disease$/PD-associated @Disease$, pointing out particular genera/phyla responsible for increased/decreased production. Finally, the review concludes with a brief summary of actual knowledge regarding possible interventions to reverse the negative effects of a disbalanced microbiome in neurodegenerative diseases.",Associated_with
"In this review, we summarized the influence of microbial metabolites on the severity and progression of neurodegenerative diseases and their correlation with microbial AD/@Disease$-associated @Disease$, pointing out particular genera/phyla responsible for increased/decreased production. Finally, the review concludes with a brief summary of actual knowledge regarding possible interventions to reverse the negative effects of a disbalanced microbiome in neurodegenerative diseases.",Associated_with
"In this review, we summarized the influence of microbial metabolites on the severity and progression of @Disease$ and their correlation with microbial @Disease$/PD-associated dysbiosis, pointing out particular genera/phyla responsible for increased/decreased production. Finally, the review concludes with a brief summary of actual knowledge regarding possible interventions to reverse the negative effects of a disbalanced microbiome in neurodegenerative diseases.",Associated_with
"In this review, we summarized the influence of microbial metabolites on the severity and progression of @Disease$ and their correlation with microbial AD/@Disease$-associated dysbiosis, pointing out particular genera/phyla responsible for increased/decreased production. Finally, the review concludes with a brief summary of actual knowledge regarding possible interventions to reverse the negative effects of a disbalanced microbiome in neurodegenerative diseases.",Associated_with
"In this review, we summarized the influence of microbial metabolites on the severity and progression of neurodegenerative diseases and their correlation with microbial AD/PD-associated dysbiosis, pointing out particular genera/phyla responsible for increased/decreased production. Finally, the review concludes with a brief summary of actual knowledge regarding possible interventions to reverse the negative effects of a @Disease$ in @Disease$.",causes
"Some research reports underline the crucial role of the @Species$ in the normal development, regulation of behavior, cognition, and brain functions, but also in the etiology, the pathogenesis, and the progression of debilitating @Disease$, e.g., Alzheimer's and Parkinson's diseases, autism spectrum disorder, multiple sclerosis, or even bipolar disorder, depression, schizophrenia, Huntington's, stroke, and brain ageing. Animal studies have demonstrated the participation of microbiota in neural-related processes such as neurodevelopment, neuroinflammation, interactions with neurons and glia, and behavior. It has been postulated that microbiome influences neurological homeostasis via the microbiome-gut-brain axis.",Associated_with
"Some research reports underline the crucial role of the @Species$ in the normal development, regulation of behavior, cognition, and brain functions, but also in the etiology, the pathogenesis, and the progression of debilitating neurological disorders, e.g., @Disease$ and Parkinson's diseases, autism spectrum disorder, multiple sclerosis, or even bipolar disorder, depression, schizophrenia, Huntington's, stroke, and brain ageing. Animal studies have demonstrated the participation of microbiota in neural-related processes such as neurodevelopment, neuroinflammation, interactions with neurons and glia, and behavior. It has been postulated that microbiome influences neurological homeostasis via the microbiome-gut-brain axis.",Associated_with
"Some research reports underline the crucial role of the @Species$ in the normal development, regulation of behavior, cognition, and brain functions, but also in the etiology, the pathogenesis, and the progression of debilitating neurological disorders, e.g., Alzheimer's and @Disease$, autism spectrum disorder, multiple sclerosis, or even bipolar disorder, depression, schizophrenia, Huntington's, stroke, and brain ageing. Animal studies have demonstrated the participation of microbiota in neural-related processes such as neurodevelopment, neuroinflammation, interactions with neurons and glia, and behavior. It has been postulated that microbiome influences neurological homeostasis via the microbiome-gut-brain axis.",Associated_with
"Some research reports underline the crucial role of the @Species$ in the normal development, regulation of behavior, cognition, and brain functions, but also in the etiology, the pathogenesis, and the progression of debilitating neurological disorders, e.g., Alzheimer's and Parkinson's diseases, @Disease$, multiple sclerosis, or even bipolar disorder, depression, schizophrenia, Huntington's, stroke, and brain ageing. Animal studies have demonstrated the participation of microbiota in neural-related processes such as neurodevelopment, neuroinflammation, interactions with neurons and glia, and behavior. It has been postulated that microbiome influences neurological homeostasis via the microbiome-gut-brain axis.",Associated_with
"Some research reports underline the crucial role of the @Species$ in the normal development, regulation of behavior, cognition, and brain functions, but also in the etiology, the pathogenesis, and the progression of debilitating neurological disorders, e.g., Alzheimer's and Parkinson's diseases, autism spectrum disorder, @Disease$, or even bipolar disorder, depression, schizophrenia, Huntington's, stroke, and brain ageing. Animal studies have demonstrated the participation of microbiota in neural-related processes such as neurodevelopment, neuroinflammation, interactions with neurons and glia, and behavior. It has been postulated that microbiome influences neurological homeostasis via the microbiome-gut-brain axis.",Associated_with
"Some research reports underline the crucial role of the @Species$ in the normal development, regulation of behavior, cognition, and brain functions, but also in the etiology, the pathogenesis, and the progression of debilitating neurological disorders, e.g., Alzheimer's and Parkinson's diseases, autism spectrum disorder, multiple sclerosis, or even @Disease$, depression, schizophrenia, Huntington's, stroke, and brain ageing. Animal studies have demonstrated the participation of microbiota in neural-related processes such as neurodevelopment, neuroinflammation, interactions with neurons and glia, and behavior. It has been postulated that microbiome influences neurological homeostasis via the microbiome-gut-brain axis.",Associated_with
"Some research reports underline the crucial role of the @Species$ in the normal development, regulation of behavior, cognition, and brain functions, but also in the etiology, the pathogenesis, and the progression of debilitating neurological disorders, e.g., Alzheimer's and Parkinson's diseases, autism spectrum disorder, multiple sclerosis, or even bipolar disorder, @Disease$, schizophrenia, Huntington's, stroke, and brain ageing. Animal studies have demonstrated the participation of microbiota in neural-related processes such as neurodevelopment, neuroinflammation, interactions with neurons and glia, and behavior. It has been postulated that microbiome influences neurological homeostasis via the microbiome-gut-brain axis.",Associated_with
"Some research reports underline the crucial role of the @Species$ in the normal development, regulation of behavior, cognition, and brain functions, but also in the etiology, the pathogenesis, and the progression of debilitating neurological disorders, e.g., Alzheimer's and Parkinson's diseases, autism spectrum disorder, multiple sclerosis, or even bipolar disorder, depression, @Disease$, Huntington's, stroke, and brain ageing. Animal studies have demonstrated the participation of microbiota in neural-related processes such as neurodevelopment, neuroinflammation, interactions with neurons and glia, and behavior. It has been postulated that microbiome influences neurological homeostasis via the microbiome-gut-brain axis.",Associated_with
"Some research reports underline the crucial role of the @Species$ in the normal development, regulation of behavior, cognition, and brain functions, but also in the etiology, the pathogenesis, and the progression of debilitating neurological disorders, e.g., Alzheimer's and Parkinson's diseases, autism spectrum disorder, multiple sclerosis, or even bipolar disorder, depression, schizophrenia, @Disease$, and brain ageing. Animal studies have demonstrated the participation of microbiota in neural-related processes such as neurodevelopment, neuroinflammation, interactions with neurons and glia, and behavior. It has been postulated that microbiome influences neurological homeostasis via the microbiome-gut-brain axis.",Associated_with
"Scientific evidence indicates that the metabolic status of microbiota exerts a more important role than the equilibrium between bacterial species. @Chemical$ can act as positive modulators of the gut-brain-axis constituents, boosting the @Cellline$ and exerting a positive/protective effect on neurodegenerative disease progression. On the other hand, disrupted equilibrium between microbial species often leads to specific switches in the microbial metabolome, which may be harmful and associated with neurodegenerative disease progression. For example, dysregulation of Gram-negative bacteria in the gastrointestinal area leads to the production of harmful metabolites (i.e., endo- and exotoxins, saccharides, and amyloids). Exotoxins, such as LPS, which have the ability to activate the production of pro-inflammatory cytokines, exert negative effects. LPS belongs to glycolipid molecules, mostly produced by Gram-negative bacterial strains. These molecules participate in the integrity maintenance of the bacterial outer-membrane permeability barrier, playing an important role in host-pathogen interplay. The overproduction of bacterial LPS can cause the activation of the macrophage-monocyte nod-like receptor P3 inflammasome, therefore stimulating the production of cytokines with pro-inflammatory activity, such as IL-18 or IL-1beta. LPS can be translocated and intensify neuroinflammatory diseases such as AD. Additionally, it was demonstrated that IL-1beta can decrease the phagocytic function of microglial cells, stimulating the hyperphosphorylation of tau protein, and causing reduced synaptic plasticity and cognitive deterioration. These cytokines can induce microbiota dysregulation, increasing gut permeability and influencing gut bacteria diversity.",improve
"Scientific evidence indicates that the metabolic status of microbiota exerts a more important role than the equilibrium between bacterial species. @Chemical$ can act as positive modulators of the gut-brain-axis constituents, boosting the immune cells and exerting a positive/protective effect on @Disease$ progression. On the other hand, disrupted equilibrium between microbial species often leads to specific switches in the microbial metabolome, which may be harmful and associated with neurodegenerative disease progression. For example, dysregulation of Gram-negative bacteria in the gastrointestinal area leads to the production of harmful metabolites (i.e., endo- and exotoxins, saccharides, and amyloids). Exotoxins, such as LPS, which have the ability to activate the production of pro-inflammatory cytokines, exert negative effects. LPS belongs to glycolipid molecules, mostly produced by Gram-negative bacterial strains. These molecules participate in the integrity maintenance of the bacterial outer-membrane permeability barrier, playing an important role in host-pathogen interplay. The overproduction of bacterial LPS can cause the activation of the macrophage-monocyte nod-like receptor P3 inflammasome, therefore stimulating the production of cytokines with pro-inflammatory activity, such as IL-18 or IL-1beta. LPS can be translocated and intensify neuroinflammatory diseases such as AD. Additionally, it was demonstrated that IL-1beta can decrease the phagocytic function of microglial cells, stimulating the hyperphosphorylation of tau protein, and causing reduced synaptic plasticity and cognitive deterioration. These cytokines can induce microbiota dysregulation, increasing gut permeability and influencing gut bacteria diversity.",improve
"Scientific evidence indicates that the metabolic status of microbiota exerts a more important role than the equilibrium between bacterial species. Microbial metabolites can act as positive modulators of the gut-brain-axis constituents, boosting the immune cells and exerting a positive/protective effect on neurodegenerative disease progression. On the other hand, disrupted equilibrium between @Species$ often leads to specific switches in the microbial metabolome, which may be harmful and associated with @Disease$ progression. For example, dysregulation of Gram-negative bacteria in the gastrointestinal area leads to the production of harmful metabolites (i.e., endo- and exotoxins, saccharides, and amyloids). Exotoxins, such as LPS, which have the ability to activate the production of pro-inflammatory cytokines, exert negative effects. LPS belongs to glycolipid molecules, mostly produced by Gram-negative bacterial strains. These molecules participate in the integrity maintenance of the bacterial outer-membrane permeability barrier, playing an important role in host-pathogen interplay. The overproduction of bacterial LPS can cause the activation of the macrophage-monocyte nod-like receptor P3 inflammasome, therefore stimulating the production of cytokines with pro-inflammatory activity, such as IL-18 or IL-1beta. LPS can be translocated and intensify neuroinflammatory diseases such as AD. Additionally, it was demonstrated that IL-1beta can decrease the phagocytic function of microglial cells, stimulating the hyperphosphorylation of tau protein, and causing reduced synaptic plasticity and cognitive deterioration. These cytokines can induce microbiota dysregulation, increasing gut permeability and influencing gut bacteria diversity.",Associated_with
"Scientific evidence indicates that the metabolic status of microbiota exerts a more important role than the equilibrium between bacterial species. Microbial metabolites can act as positive modulators of the gut-brain-axis constituents, boosting the immune cells and exerting a positive/protective effect on neurodegenerative disease progression. On the other hand, disrupted equilibrium between microbial species often leads to specific switches in the microbial metabolome, which may be harmful and associated with neurodegenerative disease progression. For example, dysregulation of @Species$ in the @Cellline$ leads to the production of harmful metabolites (i.e., endo- and exotoxins, saccharides, and amyloids). Exotoxins, such as LPS, which have the ability to activate the production of pro-inflammatory cytokines, exert negative effects. LPS belongs to glycolipid molecules, mostly produced by Gram-negative bacterial strains. These molecules participate in the integrity maintenance of the bacterial outer-membrane permeability barrier, playing an important role in host-pathogen interplay. The overproduction of bacterial LPS can cause the activation of the macrophage-monocyte nod-like receptor P3 inflammasome, therefore stimulating the production of cytokines with pro-inflammatory activity, such as IL-18 or IL-1beta. LPS can be translocated and intensify neuroinflammatory diseases such as AD. Additionally, it was demonstrated that IL-1beta can decrease the phagocytic function of microglial cells, stimulating the hyperphosphorylation of tau protein, and causing reduced synaptic plasticity and cognitive deterioration. These cytokines can induce microbiota dysregulation, increasing gut permeability and influencing gut bacteria diversity.",Location_of
"Scientific evidence indicates that the metabolic status of microbiota exerts a more important role than the equilibrium between bacterial species. Microbial metabolites can act as positive modulators of the gut-brain-axis constituents, boosting the immune cells and exerting a positive/protective effect on neurodegenerative disease progression. On the other hand, disrupted equilibrium between microbial species often leads to specific switches in the microbial metabolome, which may be harmful and associated with neurodegenerative disease progression. For example, dysregulation of @Species$ in the gastrointestinal area leads to the production of harmful metabolites (i.e., @Chemical$, saccharides, and amyloids). Exotoxins, such as LPS, which have the ability to activate the production of pro-inflammatory cytokines, exert negative effects. LPS belongs to glycolipid molecules, mostly produced by Gram-negative bacterial strains. These molecules participate in the integrity maintenance of the bacterial outer-membrane permeability barrier, playing an important role in host-pathogen interplay. The overproduction of bacterial LPS can cause the activation of the macrophage-monocyte nod-like receptor P3 inflammasome, therefore stimulating the production of cytokines with pro-inflammatory activity, such as IL-18 or IL-1beta. LPS can be translocated and intensify neuroinflammatory diseases such as AD. Additionally, it was demonstrated that IL-1beta can decrease the phagocytic function of microglial cells, stimulating the hyperphosphorylation of tau protein, and causing reduced synaptic plasticity and cognitive deterioration. These cytokines can induce microbiota dysregulation, increasing gut permeability and influencing gut bacteria diversity.",increase
"Scientific evidence indicates that the metabolic status of microbiota exerts a more important role than the equilibrium between bacterial species. Microbial metabolites can act as positive modulators of the gut-brain-axis constituents, boosting the immune cells and exerting a positive/protective effect on neurodegenerative disease progression. On the other hand, disrupted equilibrium between microbial species often leads to specific switches in the microbial metabolome, which may be harmful and associated with neurodegenerative disease progression. For example, dysregulation of @Species$ in the gastrointestinal area leads to the production of harmful metabolites (i.e., endo- and exotoxins, @Chemical$, and amyloids). Exotoxins, such as LPS, which have the ability to activate the production of pro-inflammatory cytokines, exert negative effects. LPS belongs to glycolipid molecules, mostly produced by Gram-negative bacterial strains. These molecules participate in the integrity maintenance of the bacterial outer-membrane permeability barrier, playing an important role in host-pathogen interplay. The overproduction of bacterial LPS can cause the activation of the macrophage-monocyte nod-like receptor P3 inflammasome, therefore stimulating the production of cytokines with pro-inflammatory activity, such as IL-18 or IL-1beta. LPS can be translocated and intensify neuroinflammatory diseases such as AD. Additionally, it was demonstrated that IL-1beta can decrease the phagocytic function of microglial cells, stimulating the hyperphosphorylation of tau protein, and causing reduced synaptic plasticity and cognitive deterioration. These cytokines can induce microbiota dysregulation, increasing gut permeability and influencing gut bacteria diversity.",increase
"Scientific evidence indicates that the metabolic status of microbiota exerts a more important role than the equilibrium between bacterial species. Microbial metabolites can act as positive modulators of the gut-brain-axis constituents, boosting the immune cells and exerting a positive/protective effect on neurodegenerative disease progression. On the other hand, disrupted equilibrium between microbial species often leads to specific switches in the microbial metabolome, which may be harmful and associated with neurodegenerative disease progression. For example, dysregulation of @Species$ in the gastrointestinal area leads to the production of harmful metabolites (i.e., endo- and exotoxins, saccharides, and @Species$). Exotoxins, such as LPS, which have the ability to activate the production of pro-inflammatory cytokines, exert negative effects. LPS belongs to glycolipid molecules, mostly produced by Gram-negative bacterial strains. These molecules participate in the integrity maintenance of the bacterial outer-membrane permeability barrier, playing an important role in host-pathogen interplay. The overproduction of bacterial LPS can cause the activation of the macrophage-monocyte nod-like receptor P3 inflammasome, therefore stimulating the production of cytokines with pro-inflammatory activity, such as IL-18 or IL-1beta. LPS can be translocated and intensify neuroinflammatory diseases such as AD. Additionally, it was demonstrated that IL-1beta can decrease the phagocytic function of microglial cells, stimulating the hyperphosphorylation of tau protein, and causing reduced synaptic plasticity and cognitive deterioration. These cytokines can induce microbiota dysregulation, increasing gut permeability and influencing gut bacteria diversity.",increase
"Scientific evidence indicates that the metabolic status of microbiota exerts a more important role than the equilibrium between bacterial species. Microbial metabolites can act as positive modulators of the gut-brain-axis constituents, boosting the immune cells and exerting a positive/protective effect on neurodegenerative disease progression. On the other hand, disrupted equilibrium between microbial species often leads to specific switches in the microbial metabolome, which may be harmful and associated with neurodegenerative disease progression. For example, dysregulation of Gram-negative bacteria in the gastrointestinal area leads to the production of harmful metabolites (i.e., endo- and exotoxins, saccharides, and amyloids). @Chemical$, such as @Chemical$ which have the ability to activate the production of pro-inflammatory cytokines, exert negative effects. LPS belongs to glycolipid molecules, mostly produced by Gram-negative bacterial strains. These molecules participate in the integrity maintenance of the bacterial outer-membrane permeability barrier, playing an important role in host-pathogen interplay. The overproduction of bacterial LPS can cause the activation of the macrophage-monocyte nod-like receptor P3 inflammasome, therefore stimulating the production of cytokines with pro-inflammatory activity, such as IL-18 or IL-1beta. LPS can be translocated and intensify neuroinflammatory diseases such as AD. Additionally, it was demonstrated that IL-1beta can decrease the phagocytic function of microglial cells, stimulating the hyperphosphorylation of tau protein, and causing reduced synaptic plasticity and cognitive deterioration. These cytokines can induce microbiota dysregulation, increasing gut permeability and influencing gut bacteria diversity.",part_of
"Scientific evidence indicates that the metabolic status of microbiota exerts a more important role than the equilibrium between bacterial species. Microbial metabolites can act as positive modulators of the gut-brain-axis constituents, boosting the immune cells and exerting a positive/protective effect on neurodegenerative disease progression. On the other hand, disrupted equilibrium between microbial species often leads to specific switches in the microbial metabolome, which may be harmful and associated with neurodegenerative disease progression. For example, dysregulation of Gram-negative bacteria in the gastrointestinal area leads to the production of harmful metabolites (i.e., endo- and exotoxins, saccharides, and amyloids). Exotoxins, such as @Chemical$ which have the ability to activate the production of @Cellline$, exert negative effects. LPS belongs to glycolipid molecules, mostly produced by Gram-negative bacterial strains. These molecules participate in the integrity maintenance of the bacterial outer-membrane permeability barrier, playing an important role in host-pathogen interplay. The overproduction of bacterial LPS can cause the activation of the macrophage-monocyte nod-like receptor P3 inflammasome, therefore stimulating the production of cytokines with pro-inflammatory activity, such as IL-18 or IL-1beta. LPS can be translocated and intensify neuroinflammatory diseases such as AD. Additionally, it was demonstrated that IL-1beta can decrease the phagocytic function of microglial cells, stimulating the hyperphosphorylation of tau protein, and causing reduced synaptic plasticity and cognitive deterioration. These cytokines can induce microbiota dysregulation, increasing gut permeability and influencing gut bacteria diversity.",increase
"Scientific evidence indicates that the metabolic status of microbiota exerts a more important role than the equilibrium between bacterial species. Microbial metabolites can act as positive modulators of the gut-brain-axis constituents, boosting the immune cells and exerting a positive/protective effect on neurodegenerative disease progression. On the other hand, disrupted equilibrium between microbial species often leads to specific switches in the microbial metabolome, which may be harmful and associated with neurodegenerative disease progression. For example, dysregulation of Gram-negative bacteria in the gastrointestinal area leads to the production of harmful metabolites (i.e., endo- and exotoxins, saccharides, and amyloids). Exotoxins, such as LPS, which have the ability to activate the production of pro-inflammatory cytokines, exert negative effects. @Chemical$ belongs to @Chemical$ molecules, mostly produced by Gram-negative bacterial strains. These molecules participate in the integrity maintenance of the bacterial outer-membrane permeability barrier, playing an important role in host-pathogen interplay. The overproduction of bacterial LPS can cause the activation of the macrophage-monocyte nod-like receptor P3 inflammasome, therefore stimulating the production of cytokines with pro-inflammatory activity, such as IL-18 or IL-1beta. LPS can be translocated and intensify neuroinflammatory diseases such as AD. Additionally, it was demonstrated that IL-1beta can decrease the phagocytic function of microglial cells, stimulating the hyperphosphorylation of tau protein, and causing reduced synaptic plasticity and cognitive deterioration. These cytokines can induce microbiota dysregulation, increasing gut permeability and influencing gut bacteria diversity.",part_of
"Scientific evidence indicates that the metabolic status of microbiota exerts a more important role than the equilibrium between bacterial species. Microbial metabolites can act as positive modulators of the gut-brain-axis constituents, boosting the immune cells and exerting a positive/protective effect on neurodegenerative disease progression. On the other hand, disrupted equilibrium between microbial species often leads to specific switches in the microbial metabolome, which may be harmful and associated with neurodegenerative disease progression. For example, dysregulation of Gram-negative bacteria in the gastrointestinal area leads to the production of harmful metabolites (i.e., endo- and exotoxins, saccharides, and amyloids). Exotoxins, such as LPS, which have the ability to activate the production of pro-inflammatory cytokines, exert negative effects. LPS belongs to @Chemical$ molecules, mostly produced by @Species$ strains. These molecules participate in the integrity maintenance of the bacterial outer-membrane permeability barrier, playing an important role in host-pathogen interplay. The overproduction of bacterial LPS can cause the activation of the macrophage-monocyte nod-like receptor P3 inflammasome, therefore stimulating the production of cytokines with pro-inflammatory activity, such as IL-18 or IL-1beta. LPS can be translocated and intensify neuroinflammatory diseases such as AD. Additionally, it was demonstrated that IL-1beta can decrease the phagocytic function of microglial cells, stimulating the hyperphosphorylation of tau protein, and causing reduced synaptic plasticity and cognitive deterioration. These cytokines can induce microbiota dysregulation, increasing gut permeability and influencing gut bacteria diversity.",start
"Scientific evidence indicates that the metabolic status of microbiota exerts a more important role than the equilibrium between bacterial species. Microbial metabolites can act as positive modulators of the gut-brain-axis constituents, boosting the immune cells and exerting a positive/protective effect on neurodegenerative disease progression. On the other hand, disrupted equilibrium between microbial species often leads to specific switches in the microbial metabolome, which may be harmful and associated with neurodegenerative disease progression. For example, dysregulation of Gram-negative bacteria in the gastrointestinal area leads to the production of harmful metabolites (i.e., endo- and exotoxins, saccharides, and amyloids). Exotoxins, such as LPS, which have the ability to activate the production of pro-inflammatory cytokines, exert negative effects. LPS belongs to glycolipid molecules, mostly produced by Gram-negative bacterial strains. These molecules participate in the integrity maintenance of the bacterial outer-membrane permeability barrier, playing an important role in host-pathogen interplay. The overproduction of bacterial @Chemical$ can cause the activation of the @Cellline$, therefore stimulating the production of cytokines with pro-inflammatory activity, such as IL-18 or IL-1beta. LPS can be translocated and intensify neuroinflammatory diseases such as AD. Additionally, it was demonstrated that IL-1beta can decrease the phagocytic function of microglial cells, stimulating the hyperphosphorylation of tau protein, and causing reduced synaptic plasticity and cognitive deterioration. These cytokines can induce microbiota dysregulation, increasing gut permeability and influencing gut bacteria diversity.",causes
"Scientific evidence indicates that the metabolic status of microbiota exerts a more important role than the equilibrium between bacterial species. Microbial metabolites can act as positive modulators of the gut-brain-axis constituents, boosting the immune cells and exerting a positive/protective effect on neurodegenerative disease progression. On the other hand, disrupted equilibrium between microbial species often leads to specific switches in the microbial metabolome, which may be harmful and associated with neurodegenerative disease progression. For example, dysregulation of Gram-negative bacteria in the gastrointestinal area leads to the production of harmful metabolites (i.e., endo- and exotoxins, saccharides, and amyloids). Exotoxins, such as LPS, which have the ability to activate the production of pro-inflammatory cytokines, exert negative effects. LPS belongs to glycolipid molecules, mostly produced by Gram-negative bacterial strains. These molecules participate in the integrity maintenance of the bacterial outer-membrane permeability barrier, playing an important role in host-pathogen interplay. The overproduction of bacterial LPS can cause the activation of the @Cellline$, therefore stimulating the production of @Cellline$ with pro-inflammatory activity, such as IL-18 or IL-1beta. LPS can be translocated and intensify neuroinflammatory diseases such as AD. Additionally, it was demonstrated that IL-1beta can decrease the phagocytic function of microglial cells, stimulating the hyperphosphorylation of tau protein, and causing reduced synaptic plasticity and cognitive deterioration. These cytokines can induce microbiota dysregulation, increasing gut permeability and influencing gut bacteria diversity.",increase
"Scientific evidence indicates that the metabolic status of microbiota exerts a more important role than the equilibrium between bacterial species. Microbial metabolites can act as positive modulators of the gut-brain-axis constituents, boosting the immune cells and exerting a positive/protective effect on neurodegenerative disease progression. On the other hand, disrupted equilibrium between microbial species often leads to specific switches in the microbial metabolome, which may be harmful and associated with neurodegenerative disease progression. For example, dysregulation of Gram-negative bacteria in the gastrointestinal area leads to the production of harmful metabolites (i.e., endo- and exotoxins, saccharides, and amyloids). Exotoxins, such as LPS, which have the ability to activate the production of pro-inflammatory cytokines, exert negative effects. LPS belongs to glycolipid molecules, mostly produced by Gram-negative bacterial strains. These molecules participate in the integrity maintenance of the bacterial outer-membrane permeability barrier, playing an important role in host-pathogen interplay. The overproduction of bacterial @Chemical$ can cause the activation of the macrophage-monocyte nod-like receptor P3 inflammasome, therefore stimulating the production of cytokines with pro-inflammatory activity, such as @Gene$ or IL-1beta. LPS can be translocated and intensify neuroinflammatory diseases such as AD. Additionally, it was demonstrated that IL-1beta can decrease the phagocytic function of microglial cells, stimulating the hyperphosphorylation of tau protein, and causing reduced synaptic plasticity and cognitive deterioration. These cytokines can induce microbiota dysregulation, increasing gut permeability and influencing gut bacteria diversity.",increase
"Scientific evidence indicates that the metabolic status of microbiota exerts a more important role than the equilibrium between bacterial species. Microbial metabolites can act as positive modulators of the gut-brain-axis constituents, boosting the immune cells and exerting a positive/protective effect on neurodegenerative disease progression. On the other hand, disrupted equilibrium between microbial species often leads to specific switches in the microbial metabolome, which may be harmful and associated with neurodegenerative disease progression. For example, dysregulation of Gram-negative bacteria in the gastrointestinal area leads to the production of harmful metabolites (i.e., endo- and exotoxins, saccharides, and amyloids). Exotoxins, such as LPS, which have the ability to activate the production of pro-inflammatory cytokines, exert negative effects. LPS belongs to glycolipid molecules, mostly produced by Gram-negative bacterial strains. These molecules participate in the integrity maintenance of the bacterial outer-membrane permeability barrier, playing an important role in host-pathogen interplay. The overproduction of bacterial @Chemical$ can cause the activation of the macrophage-monocyte nod-like receptor P3 inflammasome, therefore stimulating the production of cytokines with pro-inflammatory activity, such as IL-18 or @Gene$. LPS can be translocated and intensify neuroinflammatory diseases such as AD. Additionally, it was demonstrated that IL-1beta can decrease the phagocytic function of microglial cells, stimulating the hyperphosphorylation of tau protein, and causing reduced synaptic plasticity and cognitive deterioration. These cytokines can induce microbiota dysregulation, increasing gut permeability and influencing gut bacteria diversity.",increase
