original_text,annotation_id,from_entity,to_entity,from_entity_name,from_entity_start,from_entity_end,from_entity_label,to_entity_start,to_entity_end,to_entity_name,to_entity_label,relation_type
"Multiple sclerosis is a chronic neurodegenerative autoimmune disorder, where the human immune system attacks the myelin sheath surrounding axon terminals, thereby triggering long-lasting inflammation within the CNS, abrasion formation, and demyelination of axons. Besides, afterward, it can cause autonomic and cognitive problems, motor, sensory, and visual flaws, and finally paralysis and disruption of the BBB. Various animal and human studies suggested the participation of gut microbiota in the development of MS. Animal studies on an experimental autoimmune encephalomyelitis mice model revealed a significant reduction in Lactobacillus phyla, contributing to an impairment of the mice's immune systems. In patients diagnosed with MS, a reduction in the variety and quantity of gut bacteria was detected, confirming a moderate dysbiosis state. Fecal samples obtained from MS patients indicated the reduced amount of bacteria belonging to 19 species, Bacteroidetes, Firmicutes, Faecalibacterium, Prevotella, and Anaerostipes species among them, and the increased quantity of Actinobacteria, Bifidobacterium, and Streptococcus genera.",16208798.0,1196,OXdl-52yEH,dysbiosis,833.0,842.0,Disease,211.0,214.0,CNS,Cellline,None
"In fact, changes in the function of gut microecology and gut microbiota may cause the occurrence and exacerbation of various diseases. It was found that dysbiosis of the gut microbiota may lead to decreased cardiac function and increased cardiomyopathy as well as cardiac insufficiency, which is of great significance in predicting CVDs and also has important predictive significance for the prognosis of adverse cardiovascular events. The gut microbiota has been reported to be associated with CVDs and its corresponding risk factors, such as obesity, diabetes mellitus, and insulin resistance. These risk factors may affect the composition and the diversity of gut microbiota. In addition, gut dysbiosis is also linked to inflammation, oxidative stress, platelet activity, thrombosis and atherosclerosis, which contribute to the progression of CVDs. The possible mechanism of gut microbiota dysbiosis related to CVDs includes its role in increasing intestinal permeability and triggering inflammation via the LPS/TLR4 as well as NLRP3 pathways, thereby ultimately contributing to the development of CVDs. In short, the inflammation directly triggers by gut microbiota is one of the possible mechanisms of CVDs susceptibility, and material metabolism affected by gut microbiota was proposed to play a role as well.",17039945.0,ph20yPSght,497,decreased cardiac function,197.0,223.0,Disease,1031.0,1036.0,NLRP3,Species,None
Dysbiosis of Gut Microbiota and Microbial Metabolites in Parkinson's Disease,16222221.0,it3yGeCWY0,1912,Gut Microbiota,13.0,27.0,Species,0.0,9.0,Dysbiosis,Disease,experiences
"BCAAs are essential amino acids that cannot be synthesized in the human body and are obtained from food, including leucine, isoleucine, and valine. Red meat and dairy products are rich in BCAAs and synthesized by intestinal bacteria such as Enterococcus, Enterobacter, Bis Fidobacterium, and Clostridium botulinum. Their structures are characterized by branched chains, which refer to one carbon in the center connected to three or more carbon atoms. BCAAs are associated with insulin resistance, which is the main mechanism of the development of cardiometabolic disease (Fig. 2).",17118665.0,973,972,leucine,115.0,122.0,Chemical,10.0,31.0,essential amino acids,Chemical,part_of
"Particularly, SCFAs also have anti-inflammatory functions. It was reported that the butyrate and propionate can inhibit the tumor necrosis factor (TNF) and NF-kappaB signaling pathways. These may be because that SCFAs can inhibit the activity of HDAC, inactivate the NF-kappaB pathway and decrease the expression of interleukin-2 (IL-2), IL-6, and TNF-alpha, which further control inflammation. Meanwhile, butyrate increases the acetylation of H3 histone in the Forkhead box protein P3 (FOXP3) promoter by inhibiting HDAC4, thus promoting Treg differentiation, affecting G1-phase-specific cyclins, and further resulting in the markedly inhibited proliferation of vascular smooth muscle cells, thereby inhibiting myocardial fibrosis and improving heart function.",17066164.0,754,760,butyrate,84.0,92.0,Chemical,147.0,150.0,TNF,Gene,decrease
"Mechanically, current studies suggest that SCFAs may exert their functions through acting as energy substrates and maintaining metabolic integration by a variety of different downstream regulatory mechanisms, such as G-protein-coupled receptors (GPRs) with GPR41/Recombinant Free Fatty Acid Receptor (FFAR3), GPR43/FFAR2, GPR109A, Olfactory Receptors 78 (Olfr78) in endocrine cells of the gut wall, as well as histone deacetylases (HDACs) (Fig. 2). GPR41 regulates host energy acquisition and promotes the catabolism of glucose and lipids. The decreased SCFAs may cause less activated GPR41 and higher levels of energy uptake. In addition, it has also been reported that the lower production of SCFAs in gut microbiota would increase the host's capability of obtaining energy from the diet. SCFAs from bacterial fermentation promote the secretion of glucagon-like peptide 1 (GLP-1) and peptide YY (PYY) through GPR43 and GPR41 from intestinal L cells. GLP-1 increased pancreatic insulin secretion, and inhibited the production of glucagon. Deletion of GLP-1 abolished the beneficial effects of prebiotics on weight gain, glucose metabolism, and inflammatory pathway activation. Moreover, PYY increases satiety, reduces food intake, inhibits intestinal motility, and increases the intestinal transit rate.",18395273.0,1dz12Qajtc,710,SCFA,791.0,795.0,Chemical,921.0,926.0,GPR41,Gene,affects
"Mechanically, current studies suggest that SCFAs may exert their functions through acting as energy substrates and maintaining metabolic integration by a variety of different downstream regulatory mechanisms, such as G-protein-coupled receptors (GPRs) with GPR41/Recombinant Free Fatty Acid Receptor (FFAR3), GPR43/FFAR2, GPR109A, Olfactory Receptors 78 (Olfr78) in endocrine cells of the gut wall, as well as histone deacetylases (HDACs) (Fig. 2). GPR41 regulates host energy acquisition and promotes the catabolism of glucose and lipids. The decreased SCFAs may cause less activated GPR41 and higher levels of energy uptake. In addition, it has also been reported that the lower production of SCFAs in gut microbiota would increase the host's capability of obtaining energy from the diet. SCFAs from bacterial fermentation promote the secretion of glucagon-like peptide 1 (GLP-1) and peptide YY (PYY) through GPR43 and GPR41 from intestinal L cells. GLP-1 increased pancreatic insulin secretion, and inhibited the production of glucagon. Deletion of GLP-1 abolished the beneficial effects of prebiotics on weight gain, glucose metabolism, and inflammatory pathway activation. Moreover, PYY increases satiety, reduces food intake, inhibits intestinal motility, and increases the intestinal transit rate.",18395273.0,693,700,SCFAs,43.0,48.0,Chemical,309.0,314.0,GPR43,Gene,Interacts_with
"However host-microbiota interplay is not exclusively restricted to cell-cell interactions. Intestinal microbes are capable of producing a plethora of different types of compounds, i.e., small molecules (amino acids, neurotransmitters, short-chain fatty acids (SCFAs) and other fatty acid derivatives, indoles, vitamins, and cofactors), polysaccharides, and proteins (i.e., bacteriocins), which have been reported as important factors in shaping the bacterial community and modulation of the immune system. It has been demonstrated that intestinal bacterial strains such as Escherichia coli or Lactobacillus spp. interact directly with the host's CNS (central nervous system), as they can release neurotransmitters such as dopamine, noradrenaline, histamine, acetylcholine, GABA (gamma-aminobutyric acid), or serotonin. This metabolic status of the microbiome is also vulnerable to dysbiosis and compositional changes and often leads to metabolic disturbances. For example, dysbiosis can induce elevated reactive oxygen species (ROS) levels, intensifying oxidative stress and neuronal inflammatory processes. It has been estimated that 40% of the metabolites detected in humans are the products of bacterial metabolism, which plays a fundamental role in the modulation of the host's physiological processes, including immune-mediated neurodegeneration or affecting neural cell metabolism.",16115776.0,129,117,Lactobacillus,593.0,606.0,Species,747.0,756.0,histamine,Chemical,start
"Changes in microbiome composition, its metabolic status, and influence on host homeostasis and metabolome in AD and PD.",17293890.0,2884,2885,AD,109.0,111.0,Disease,116.0,118.0,PD,Disease,None
"Particularly, SCFAs also have anti-inflammatory functions. It was reported that the butyrate and propionate can inhibit the tumor necrosis factor (TNF) and NF-kappaB signaling pathways. These may be because that SCFAs can inhibit the activity of HDAC, inactivate the NF-kappaB pathway and decrease the expression of interleukin-2 (IL-2), IL-6, and TNF-alpha, which further control inflammation. Meanwhile, butyrate increases the acetylation of H3 histone in the Forkhead box protein P3 (FOXP3) promoter by inhibiting HDAC4, thus promoting Treg differentiation, affecting G1-phase-specific cyclins, and further resulting in the markedly inhibited proliferation of vascular smooth muscle cells, thereby inhibiting myocardial fibrosis and improving heart function.",17066164.0,756,cN7zCMP9Dw,butyrate,406.0,414.0,Chemical,539.0,543.0,Treg,Cellline,increase
"In fact, changes in the function of gut microecology and gut microbiota may cause the occurrence and exacerbation of various diseases. It was found that dysbiosis of the gut microbiota may lead to decreased cardiac function and increased cardiomyopathy as well as cardiac insufficiency, which is of great significance in predicting CVDs and also has important predictive significance for the prognosis of adverse cardiovascular events. The gut microbiota has been reported to be associated with CVDs and its corresponding risk factors, such as obesity, diabetes mellitus, and insulin resistance. These risk factors may affect the composition and the diversity of gut microbiota. In addition, gut dysbiosis is also linked to inflammation, oxidative stress, platelet activity, thrombosis and atherosclerosis, which contribute to the progression of CVDs. The possible mechanism of gut microbiota dysbiosis related to CVDs includes its role in increasing intestinal permeability and triggering inflammation via the LPS/TLR4 as well as NLRP3 pathways, thereby ultimately contributing to the development of CVDs. In short, the inflammation directly triggers by gut microbiota is one of the possible mechanisms of CVDs susceptibility, and material metabolism affected by gut microbiota was proposed to play a role as well.",17039945.0,Pl1iu_5wrO,486,gut microbiota,663.0,677.0,Species,775.0,785.0,thrombosis,Disease,Associated_with
"Some of the studies performed show a connection between the pathological microbiota and Alzheimer's disease. Screening tests identified the connection between Escherichia and Shigella bacterial species and increased systemic pro-inflammatory cytokine-related processes, reported in patients with Alzheimer's. Increased inflammatory processes and oxidative stress conditions can trigger neurodegeneration observed in people with Alzheimer's disease. The previously mentioned species belong to Gram-negative bacteria, which are capable of producing huge amounts of pro-inflammatory lipopolysaccharides (LPSs), thereby causing intestinal inflammation and gut barrier disruption. Increased gut permeability permits the transport and the systemic and brain accumulation of LPS or other bacterial toxins and the propagation of an inflammatory state. Moreover, this observation has been confirmed in in vivo studies, where the injection of bacterial lipopolysaccharide into the brain imitates inflammatory and pathological features such as cognitive impairment and fibrillogenesis observed in AD.",16169659.0,dp9gu3KR-S,uYG0Zaj4fX,LPSs,601.0,605.0,Chemical,652.0,674.0,gut barrier disruption,Disease,causes
"Besides the propagation of an inflammatory state, microbial endotoxins are probably involved in AD's inflammatory amyloidosis. Metagenomics analysis showed that patients suffering from cognitive dysfunctions related to amyloidosis demonstrated elevated amounts of pro-inflammatory cytokines and neurotoxic compounds. In these patients, increased inflammation was probably related to Eubacterium deficiency, and an overabundance of gram-negative Escherichia and Shigella species, which are known amyloid producers. They manufacture ""curli"" amyloid fibers, accumulated extracellularly through an elaborated system. Further studies revealed that the overproduction of Abeta plaques is correlated with excessive growth of Escherichia coli, Bacillus subtilis, Klebsiella pneumoniae, Mycobacterium and Salmonella, Staphylococcus aureus, and Streptococcus spp.. Galloway et al. found Abeta in small intestine epithelial cells, suggesting that gut-derived amyloids could be absorbed and finally reach systemic circulation, where they can act as pro-inflammatory factors and trigger fibrillogenesis. Additionally, it was shown that amyloids generated by microbes can influence IL-17A and IL-22 proinflammatory cytokines production, considered as a key players in NFkappaB signaling, both associated with AD and capable of crossing the BBB and GI tract.",16171393.0,XstxXpwsbc,715,BBB,1326.0,1329.0,Cellline,1254.0,1262.0,NFkappaB,Species,Location_of
"In the past decade, single dietary factors which can positively manipulate the gut microbiota-brain axis through microbiome modulation have gained significant attention. One of these factors is probiotic bacteria and/or prebiotics. Probiotics are defined as microbial organisms with a beneficial role in the host's health and homeostasis, which help to preserve digestive, metabolic, immune, and neuroendocrine functions. Naturally probiotic bacteria can be found in fermented food. Experimental results revealed that the administration of probiotics alone or in combination with prebiotics (fructooligosaccharides or galactooligosaccharides) improved the gastrointestinal barrier, which is the first line of ""defence"" from harmful factors occurring in food, and the microbiome. Probiotics and prebiotics are well-documented ""problem-solution"" for gastrointestinal diseases. Moreover, probiotics can reduce CNS inflammatory processes and activation of microglia, demonstrating promising potential for use in neurodegenerative diseases as ingestible ""psychobiotics"". Many studies indicate that the ingestion of probiotics can serve as a microbiological strategy against neurodegenerative diseases such as AD; however, the exact mechanism is under investigation. Experiments performed on mice underline the hypothesis that mechanisms related to neuroprotective effects of Bifidobacterium breve administration may be connected with neuroinflammation and cognition pathways, probably through the production of the brain-derived neurotrophic factor (BDNF) neurotransmitter and the regulation of the gut microbial composition. Clinical results of a randomized double-blind controlled trial revealed that 3-month exposure to Lactobacillus spp. And a Bifidobacterium bifidum ""cocktail"" enhanced cognitive functions and memory, as examined in a mini-mental state test. It was demonstrated that Bifidobacterium breve exerts positive and unique activity in AD patients, improving cognitive functions and reducing neuroinflammation. Controlled, double-blind, randomized clinical trials with a 12-week multispecies probiotic treatment (comprised of Lactobacillus acidophilus, Lactobacillus casei, Bifidobacterium bifidum, and Lactobacillus fermentum) caused a significant decrease in malondialdehyde in the probiotic-treated group.",16217142.0,1767,_UUOlYtWiB,galactooligosaccharides,618.0,641.0,Chemical,580.0,590.0,prebiotics,Chemical,part_of
"Alzheimer's disease (AD), commonly known as senile dementia, is a chronic, devastating, neurodegenerative, and neuroinflammatory disorder with rising incidence and is considered to be the most frequent form of dementia in aging individuals (caused by aberrant protein processing, trafficking, and aggregation in neural cells). The World Alzheimer Report indicates that 50 million people suffer from AD-related neurological problems and this number will increase to 152 million in 2050. It is predicted that in 2030 up to 66 million people will suffer from AD. AD is a multifactorial disease characterized by synapse loss, extracellular cerebral accumulation of insoluble peptides belonging to amyloid-beta (Abeta), the aggregation of hyperphosphorylated tau protein inside the cells, neurofibrillary mass formation, neuronal death (in the neocortex and hippocampus), progressive memory deterioration, and cognition decline leading to dementia. AD is associated with more than 700 genetic and environmental risk factors. From the genetic point of view, one of the most important risk factors related to AD development is the incidence of a ""4 allele variant in the apolipoprotein"" (APOE4) gene, which is associated with cholesterol transport in CNS, and also contributes to metabolomic and taxonomic changes in the microbiome.",16422307.0,P3P6UhNEuz,6m54L-jehE,neural cells,312.0,324.0,Cellline,251.0,278.0,aberrant protein processing,Disease,Location_of
"As previously mentioned, the microbiome is able to produce SCFAs. Its indirect influence on Alzheimer's disease progression has been reported in multiple studies. The gut microbiota of AD patients represented a diminished amount and incidence of bacteria producing butyrate and proinflammatory-acting bacterial taxa. Many studies revealed that the decreased levels of SCFAs can cause increased gut permeability together with altered gut pH levels, enabling the spread of opportunistic bacteria from Shigella and Escherichia species, elevated both in AD and PD. Studies on the Japanese population underlined the negative correlation between SCFAs and the onset of AD and type 2 diabetes.",16143400.0,eIbhar7mAG,419,altered gut pH levels,425.0,446.0,Disease,512.0,523.0,Escherichia,Species,increase
"Particularly, SCFAs also have anti-inflammatory functions. It was reported that the butyrate and propionate can inhibit the tumor necrosis factor (TNF) and NF-kappaB signaling pathways. These may be because that SCFAs can inhibit the activity of HDAC, inactivate the NF-kappaB pathway and decrease the expression of interleukin-2 (IL-2), IL-6, and TNF-alpha, which further control inflammation. Meanwhile, butyrate increases the acetylation of H3 histone in the Forkhead box protein P3 (FOXP3) promoter by inhibiting HDAC4, thus promoting Treg differentiation, affecting G1-phase-specific cyclins, and further resulting in the markedly inhibited proliferation of vascular smooth muscle cells, thereby inhibiting myocardial fibrosis and improving heart function.",17066164.0,755,759,propionate,97.0,107.0,Chemical,124.0,145.0,tumor necrosis factor,Gene,decrease
Gastrointestinal Flora and Gastrointestinal Status in Children with Autism--Comparisons to Typical Children and Correlation with Autism Severity,18114998.0,ntsVtOWXq3,2504,Gastrointestinal Flora,0.0,22.0,Species,68.0,74.0,Autism,Disease,Associated_with
"The gut microbiota is critical to human health, such as digesting nutrients, forming the intestinal epithelial barrier, regulating immune function, producing vitamins and hormones, and producing metabolites to interact with the host. Meanwhile, increasing evidence indicates that the gut microbiota has a strong correlation with the occurrence, progression and treatment of cardiovascular diseases (CVDs). In patients with CVDs and corresponding risk factors, the composition and ratio of gut microbiota have significant differences compared with their healthy counterparts. Therefore, gut microbiota dysbiosis, gut microbiota-generated metabolites, and the related signaling pathway may serve as explanations for some of the mechanisms about the occurrence and development of CVDs. Several studies have also demonstrated that many traditional and latest therapeutic treatments of CVDs are associated with the gut microbiota and its generated metabolites and related signaling pathways. Given that information, we summarized the latest advances in the current research regarding the effect of gut microbiota on health, the main cardiovascular risk factors, and CVDs, highlighted the roles and mechanisms of several metabolites, and introduced corresponding promising treatments for CVDs regarding the gut microbiota. Therefore, this review mainly focuses on exploring the role of gut microbiota related metabolites and their therapeutic potential in CVDs, which may eventually provide better solutions in the development of therapeutic treatment as well as the prevention of CVDs.",16509972.0,23,VU1FTGEd0a,CVDs,881.0,885.0,Disease,910.0,924.0,gut microbiota,Species,None
"In addition, the abundance of gut microbiota is associated with salt sensitivity in hypertension. It was reported that moderate high salt stimulation reduced the survival of Lactobacillus in the intestine and increased TH17 cells, which could lead to an increase in blood pressure. Besides, gut microbiota has been found to promote angiotensin II-induced hypertension by supporting monocyte chemoattractant protein 1/IL-17 driven vascular immune cell infiltration and inflammation. Therefore, the dysbiosis of gut microbiota may have an impact on the development of hypertension.",18546492.0,YnxLSC4zv_,6h-GXVgNVa,TH17 cells,219.0,229.0,Cellline,510.0,524.0,gut microbiota,Species,None
"During PD development, microbiota changes can be accompanied by reduced concentrations of branched-chain amino acids (BCAAs) and aromatic amino-acids in comparison with the healthy control group. It has been demonstrated that the alteration of the metabolites occurred, especially during disease progression. Experimental results indicate the correlation between PD and mitochondrial dysfunction. Additionally, the lower levels of BCAAs and aromatic amino acids have been observed in stool samples during this period in comparison with the healthy control group, indicating a dysbiosis state in the gut microbiota. Moreover, the PD-disrupted gut microbiome may negatively influence the level of methionine in human plasma.",16207438.0,1033,1027,PD,7.0,9.0,Disease,90.0,116.0,branched-chain amino acids,Chemical,decrease
"TMAO has been mechanistically linked to atherosclerosis and is also proposed as a promotor and predictor of clinical vascular events in CAD. Plasma TMAO levels are associated with long-term risks of cardiovascular events in patients with acute coronary syndrome, at least in particular related to its pro-inflammatory capacity, promoting the adhesion ability of aortic endothelial cells. In mechanism, TMAO enhances platelet hyperreactivity by altering Ca2+ signaling and elicits a pro-thrombotic effect. Especially, TMAO seems to induce systemic inflammation that contributes to CAD progression. This is particularly relevant given that TMAO directly activates inflammatory pathways, and elicits perturbations in membrane dynamics in human aortic ECs and smooth muscle cells. In particular, the exosomes secreted by TMAO-stimulated hepatocytes increase the secretion of TNF-alpha and IL-6, and further promote inflammation.",18896134.0,pTkXod5W5I,SjZYTm_Zv9,membrane,714.0,722.0,Cellline,756.0,775.0,smooth muscle cells,Cellline,part_of
"The gut microbiota helps maintaining the balance of the mucosal barrier and immune homeostasis (created with BioRender.com). In the healthy gut, the intact mucosa barrier and tight junction prevent the translocation of gut microbiota, while gut microbiota dysbiosis causes disease. Under the leaky gut caused by dysbiosis, the gut microbiota translocases into the blood; the components of microbiota such as LPS activate TLRs and NLRs induce inflammation, endotoxemia, and immune dysregulation, resulting the development of CVDs. Abbreviations: JAM, junctional adhesion molecules; LPS: lipopolysaccharide; TLRs: Toll like receptors; NLRs: Nod-like receptors",16622508.0,7kgLLe35X4,260,gut microbiota,327.0,341.0,Species,312.0,321.0,dysbiosis,Disease,experiences
"The bacteria living in the human gut are also called commensals. Some beneficial commensal microbes could repair the normal function of the intestinal barrier and exert anti-inflammatory effects, such as Akkermansia muciniphila (A. muciniphila), Faecalibacterium prausnitzii, and Roseburia intestinalis, et al. . These commensal microbes make up about 20% of the total gut microbiota. They are indispensable for maintaining the physiological function of adult tissues and organs by synthesizing a variety of vitamins, participating in food digestion, producing lactic acid, promoting intestinal peristalsis, inhibiting the growth of pathogenic microbiota, and activating the immune system. For example, one of the most important commensal microbes in the human gut is Bifidobacterium, a strictly anaerobic gram-positive bacterium, which assists the human body in the digestion and absorption of nutrients, resists the invasion of harmful bacteria, improves the immune function of the body, secretes molecules to regulate immune function, and participates in the metabolism of substances in the intestine. Besides, another common commensal microbe, A. muciniphila, a gram-positive bacterium, reduces insulin sensitivity and is inversely associated with the development of obesity and diabetes. Furthermore, Clostridium butyricum can produce butyric acid, improve insulin sensitivity, produce satiety, and reduce the content of adipose tissue.",16619228.0,125,bHXEeY9c4R,Akkermansia muciniphila,204.0,227.0,Species,472.0,478.0,organs,Cellline,Interacts_with
Neuroprotective Effects of Clostridium Butyricum against Vascular Dementia in Mice via Metabolic Butyrate,18392814.0,2747,2745,Mice,78.0,82.0,Species,66.0,74.0,Dementia,Disease,experiences
"BCAAs are essential amino acids that cannot be synthesized in the human body and are obtained from food, including leucine, isoleucine, and valine. Red meat and dairy products are rich in BCAAs and synthesized by intestinal bacteria such as Enterococcus, Enterobacter, Bis Fidobacterium, and Clostridium botulinum. Their structures are characterized by branched chains, which refer to one carbon in the center connected to three or more carbon atoms. BCAAs are associated with insulin resistance, which is the main mechanism of the development of cardiometabolic disease (Fig. 2).",17118665.0,980,982,cardiometabolic disease,547.0,570.0,Disease,292.0,313.0,Clostridium botulinum,Species,None
"Given that the gut microbiota is essential in human health, changes in the composition and function of the gut microbiota may result in the development of diseases. Due to the influence of host genes, diet, antibiotic use, lifestyle, drugs as well as other factors, the composition and diversity of gut microbiota gradually change with interindividual variation. For example, a high-fat diet leads to an increase in the Firmicutes to Bacteroidetes ratio. When the composition and proportion of gut microbiota change, inflammation and metabolic abnormalities can be induced, which contribute to the development of different diseases. Dysbiosis of gut microbiota refers to changes in the number, species and composition of gut microbiota. In recent years, gut microbiota dysbiosis has been shown to be critically involved in health and has emerged as a potential pathogenesis for various diseases, such as inflammatory bowel disease, cancers, and CVDs. Moreover, gut dysbiosis is also a driver of metabolic inflammation and metabolic dysregulation, which serve as a key feature of metabolic diseases. For instance, the translocation of intestinal bacteria to the blood and liver through the portal venous system together with its metabolites are able to stimulate the release of inflammatory factors, and promote the occurrence of non-alcoholic fatty liver as well as hepatitis. Moreover, it has been reported that the gut microbiota also plays an important role in CVDs, which has aroused our great interest.",16619753.0,LykcwLmP62,179,gut microbiota,646.0,660.0,Species,633.0,642.0,Dysbiosis,Disease,experiences
"Autism spectrum disorder (ASD) can be classified as a neurodevelopmental problem represented by repetitive behaviors, social communication, and cognitive function impairment beginning in early childhood. It is predicted that more than 50% of the neurobiology in autism disorders may be determined by non-genetic factors, such as environmental factors, parental age, and preterm birth, among many others. Autism is not only associated with disorders of a neurological nature, but also with disturbances in the qualitative and quantitative arrangement of the gut microbiota, intestinal immune inflammation, and dysbiosis, as confirmed in many studies, and correlated with disease severity. For example, gut microbiota transplantation from patients suffering from autistic disorders into antibiotic-treated mice induced pathological autistic social and repetitive behaviors in rodents.",16212179.0,1454,lzszKNT_Ph,Autism spectrum disorder,0.0,24.0,Disease,54.0,80.0,neurodevelopmental problem,Disease,Associated_with
"Amyotrophic Lateral Sclerosis (ALS) is a fatal health condition caused by the progressive neural death of the spinal cord, brain stem, and motor cortex neurons, causing advanced weakness, paralysis, eating difficulties, and respiratory failure. One of the main signs of ALS is the accumulation of phosphorylated protein, which binds to DNA in the form of protein aggregates deposited in glia and motor neurons. Next-Generation Sequencing (NGS) methods, such as 16S rRNA gene sequencing, have demonstrated the alteration of numerous bacteria, including Parabacteroides distasonis, Lactobacillus gasseri, Prevotella melaninogenica, Ruminococcus torques, and Akkermansia muciniphila. Changes in bacterial abundance and diversity correlate with ASL origins (as one of the environmental factors) together with impaired metabolism, immunological functions, and toxin accumulation, leading to brain damage. It has been demonstrated that Akkermansia muciniphila alleviates ALS symptoms, although Ruminococcus torques and Parabacteroides distasonis aggravate them. The main switches have been observed in SCFA-producing bacteria, leading to reduced levels of SCFAs, e.g., butyrate and propionate.",16209248.0,1348,Na3sI5lIou,impaired metabolism,805.0,824.0,Disease,741.0,744.0,ASL,Disease,Marker/Mechanism
"The gut leakage promotes the formation of coronary heart diseases and heart failure (created with BioRender.com). Dysbiosis of gut microbiota triggers gut leakage, which increases microbiota translocation, resulting in inflammation and abnormal metabolism. The gut microbiota, as a metabolic filter, also converts nutrients to (microbial-associated) metabolites, including BAs, TMAO, SCFAs, and so on, which affect the progression of coronary heart diseases and heart failure. For instance, SCFAs play a protective role by inhibiting the inflammatory response and improving angiogenesis. All these metabolites may promote venous congestion and decrease cardiac output, eventually leading to heart failure. Abbreviations: BAs: bile acids; SCFAs: short-chain fatty acids; TMAO: trimethylamine N-oxide; LPS: lipopolysaccharide",18887165.0,3285,55ecDN_yHZ,Dysbiosis,114.0,123.0,Disease,236.0,255.0,abnormal metabolism,Disease,causes
"Dopamine by Itself Activates Either D2, D3 or D1/D5 Dopaminergic Receptors in Normal Human T-Cells and Triggers the Selective Secretion of Either IL-10, TNFalpha or Both",17063743.0,7UiIbL697s,2122,T-Cells,91.0,98.0,Cellline,85.0,90.0,Human,Species,part_of
"Butyrate Protects Mice Against Methionine-Choline-Deficient Diet-Induced Non-Alcoholic Steatohepatitis by Improving Gut Barrier Function, Attenuating Inflammation and Reducing Endotoxin Levels",17015028.0,2324,Gwat6G0zAw,Butyrate,0.0,8.0,Chemical,176.0,185.0,Endotoxin,Chemical,decrease
"Besides, the gut microbiota can also produce H2S to participate in oxidation regulation, inflammation and other processes. It has been found that colon-derived H2S can lower blood pressure. RAS, in particular, is an essential mechanism in the pathogenesis of hypertension. H2S has been reported to inhibit the activity of renin by reducing the synthesis and release of renin, which has potential therapeutic value for renovascular hypertension. Moreover, H2S may reduce blood pressure by dilating peripheral blood vessels and reducing heart rate.",18549065.0,2893,2898,H2S,273.0,276.0,Chemical,322.0,327.0,renin,Species,decrease
"Overall, gut microbiota and their implication in the gut-brain axis can be recognized as a crucial factor in neurodegenerative and neurological disorders. Moreover, human studies indicated the correlation between gut dysbiosis and major neurological and psychiatric disorders. The experimental results showed the importance of designing a novel microbiota-based probiotic dietary supplementation with the aim to prevent or ease the symptoms of AD, PD, or other forms of dementia. Promisingly, neuropsychiatric and neurodegenerative problems can be ameliorated through targeting the microbiota by microbiota transplantation, antibiotic treatment, or the administration of properly selected probiotics. The results of numerous studies indicate the beneficial effect of probiotic administration, including intestinal epithelial integrity enhancement and a protective role against neuroinflammation, neurodegeneration, and barrier disruption. Such solutions in the future may open new therapeutic paths and provide hope for improving the living condition of patients suffering from neurodegenerative diseases.",16222010.0,1879,1877,patients,1054.0,1062.0,Species,1078.0,1104.0,neurodegenerative diseases,Disease,experiences
"Recently, bacterial strains producing SCFAs have gained extreme popularity. SCFAs are small organic monocarboxylic acids, released after the fermentation of indigestible alimentary fiber (mainly galacto- or fructooligosaccharides), plant-derived polysaccharides, or the metabolism of amino acids, and are considered a key gut-derived metabolites with beneficial health effects and as essential in gut-brain crosstalk. The type of formed SCFAs is correlated with the kind of fiber ingested and the overall gut microbiota population. For example, microbes belonging to Firmicutes phyla (e.g., Lachnospiraceae, Eubacterium, or Roseburia belonging to the Clostridia class) are responsible for the main production of butyrate, whereas Bifidobacteria spp. produce lactate and acetate. SCFAs are significantly reduced during dysbiosis, where disrupted gut epithelial integrity, inflammation, and altered microbiome metabolic processes occur. In a healthy colon, levels of SCFAs can vary depending on a diet; however, in multiple diseases, these levels are altered. SCFAs may also act in an indirect or direct way through G-protein-coupled receptors or as histone deacetylase epigenetic modulators. They participate in various physiological processes, such as cell energetics and colonocyte metabolism and skeletal, adipose, and liver tissue modulation. Their major functions comprise the activation of trophic factors, energy management, and the manufacturing of regulatory T-cells. Short-chain fatty acids can be considered as key intermediaries in numerous neurological diseases such as Parkinson's and Alzheimer's diseases, stroke, and neuropsychiatric conditions.",16409429.0,LuYlZbqoGW,330,Roseburia,624.0,633.0,Species,712.0,720.0,butyrate,Chemical,start
Short Chain Fatty Acids and Gut Microbiota Differ between Patients with Parkinson's Disease and Age-Matched Controls,17014326.0,2269,2268,Patients,58.0,66.0,Species,72.0,91.0,Parkinson's Disease,Disease,experiences
